geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_native,prc_native_unreliable_flag,prc_white,prc_white_unreliable_flag,prc_centralamerican,prc_centralamerican_unreliable_flag,prc_cuban,prc_cuban_unreliable_flag,prc_dominican,prc_dominican_unreliable_flag,prc_mexican,prc_mexican_unreliable_flag,prc_puertorican,prc_puertorican_unreliable_flag,prc_southam,prc_southam_unreliable_flag,prc_asianindian,prc_asianindian_unreliable_flag,prc_chinese,prc_chinese_unreliable_flag,prc_filipino,prc_filipino_unreliable_flag,prc_japanese,prc_japanese_unreliable_flag,prc_korean,prc_korean_unreliable_flag,prc_vietnamese,prc_vietnamese_unreliable_flag,prc_native_hi,prc_native_hi_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop20,areakm,popdens,vbm_tot_2016,turnout_tot_2016,vbm_tot_2020,turnout_tot_2020
15005031900,9.0,0.06154,1.0,0.89744,1.0,0.19608,1.0,0.1,1.0,0.04545,1.0,0.21212,0.0,0.0303,1.0,0.0303,1.0,0.01515,1.0,0.22727,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01515,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01515,1.0,0.10606,1.0,0.06061,1.0,0.01515,1.0,0.0,1.0,0.27273,0.0,1.0,1.0,0.46182,0.0,,0.0,82.0,45.18336,1.81483,0.99995,0.61764,0.99999,0.68571
15009030100,9.0,0.0,1.0,0.99358,0.0,0.03553,1.0,0.07496,0.0,0.11886,1.0,0.00214,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.24555,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.00214,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.47829,0.0,0.01007,0.0,0.0,1.0,0.01615,0.00396,2718.0,580.66039,4.68088,0.9558,0.52379,0.98284,0.64995
15009030201,9.0,0.01096,1.0,0.981,0.0,0.05957,1.0,0.08165,0.0,0.04359,1.0,0.07479,0.0,0.0,1.0,0.14915,0.0,0.0,1.0,0.57607,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.11154,0.0,0.03761,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.04615,1.0,0.01838,1.0,0.0,1.0,0.0047,1.0,0.07137,1.0,0.01584,0.0,0.0,1.0,0.00233,0.01835,2763.0,122.22973,22.60498,0.90384,0.55991,0.9401,0.66791
15009030203,9.0,0.03289,1.0,0.9624,0.0,0.05216,1.0,0.09134,0.0,0.03416,1.0,0.10686,0.0,0.00276,1.0,0.15516,0.0,0.0,1.0,0.5,0.0,0.00564,1.0,0.0,1.0,0.0,1.0,0.06315,1.0,0.03336,1.0,0.01886,1.0,0.0,1.0,0.01518,1.0,0.05832,1.0,0.02473,1.0,0.0,1.0,0.0,1.0,0.03577,1.0,0.02972,0.0,0.06098,0.0,0.00636,0.0291,4332.0,15.96095,271.41233,,,0.9401,0.6679
15009030204,9.0,0.03289,1.0,0.9624,0.0,0.05216,1.0,0.09134,0.0,0.03416,1.0,0.10686,0.0,0.00276,1.0,0.15516,0.0,0.0,1.0,0.5,0.0,0.00564,1.0,0.0,1.0,0.0,1.0,0.06315,1.0,0.03336,1.0,0.01886,1.0,0.0,1.0,0.01518,1.0,0.05832,1.0,0.02473,1.0,0.0,1.0,0.0,1.0,0.03577,1.0,0.02418,0.0,0.05298,0.0,0.00406,0.02387,3555.0,27.66819,128.48688,,,0.9401,0.66791
15009030304,9.0,0.02667,0.0,0.9847,0.0,0.04954,0.0,0.10284,0.0,0.05199,1.0,0.14817,0.0,0.00104,1.0,0.07993,0.0,0.00997,1.0,0.44881,0.0,0.00263,1.0,0.00187,1.0,0.0,1.0,0.01988,0.0,0.02197,1.0,0.00446,1.0,0.0,1.0,0.01049,0.0,0.01108,1.0,0.09571,0.0,0.0027,1.0,0.0,1.0,0.11257,0.0,0.02167,0.0,0.0583,0.0,0.00871,0.01801,3269.0,110.58971,29.55971,,,0.95395,0.74368
15009030305,9.0,0.02638,0.0,0.9847,0.0,0.04948,0.0,0.10304,0.0,0.05191,1.0,0.1474,0.0,0.00104,1.0,0.07979,0.0,0.00999,1.0,0.44961,0.0,0.0026,1.0,0.00187,1.0,0.0,1.0,0.01977,0.0,0.02195,1.0,0.00447,1.0,0.0,1.0,0.01051,0.0,0.0102,1.0,0.09581,0.0,0.00271,1.0,0.0,1.0,0.11276,0.0,0.04105,0.0,0.10536,0.0,0.01067,0.03219,5808.0,323.25156,17.96743,,,0.95395,0.73869
15009030306,9.0,0.04316,1.0,0.99238,0.0,0.04695,1.0,0.14063,0.0,0.02648,1.0,0.11126,0.0,0.00027,1.0,0.06804,0.0,1e-05,1.0,0.72493,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0394,1.0,0.00272,1.0,0.00971,1.0,0.01079,1.0,0.01242,1.0,0.03858,0.0,0.02382,1.0,0.01268,1.0,0.00243,1.0,0.00684,1.0,0.01219,0.0,0.0,1.0,0.00348,0.01856,2242.0,24.49208,91.5398,,,0.93203,0.67491
15009030307,9.0,0.04317,1.0,0.99239,0.0,0.04695,1.0,0.14066,0.0,0.02646,1.0,0.11123,0.0,0.00027,1.0,0.06803,0.0,0.0,1.0,0.72516,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03942,1.0,0.0027,1.0,0.00972,1.0,0.0108,1.0,0.01242,1.0,0.03861,0.0,0.02376,1.0,0.01269,1.0,0.00243,1.0,0.00675,1.0,0.01387,0.0,0.21248,0.0,0.09656,0.01277,1542.0,39.543,38.99552,,,0.93203,0.67491
15009030403,9.0,0.03853,1.0,0.98112,0.0,0.09044,0.0,0.0713,0.0,0.04399,1.0,0.16005,0.0,0.00657,1.0,0.08976,0.0,0.00177,1.0,0.40455,0.0,0.01214,1.0,0.0,1.0,0.0,1.0,0.01669,1.0,0.0493,0.0,0.0,1.0,0.01365,1.0,0.00126,1.0,0.06018,0.0,0.07863,0.0,0.00885,1.0,0.0,1.0,0.10038,1.0,0.02504,0.0,0.13558,0.0,0.00833,0.02264,3522.0,18.97045,185.65713,0.90612,0.60286,0.94116,0.68545
15009030404,9.0,0.05766,0.0,0.98175,0.0,0.09181,0.0,0.12525,0.0,0.10169,1.0,0.18457,0.0,0.00535,1.0,0.09824,0.0,0.00104,1.0,0.34841,0.0,0.00138,1.0,0.0,1.0,0.0,1.0,0.00863,1.0,0.0518,0.0,0.0,1.0,0.0,1.0,0.00242,1.0,0.12414,0.0,0.03885,0.0,0.00345,1.0,0.0,1.0,0.12759,0.0,0.03591,0.0,0.09012,0.0,0.01289,0.03144,5556.0,27.41488,202.66364,0.91839,0.58004,0.94562,0.68254
15009030405,9.0,0.03037,1.0,0.98585,0.0,0.05657,1.0,0.10804,0.0,0.06786,1.0,0.25566,0.0,0.0,1.0,0.11983,0.0,0.00666,1.0,0.36697,0.0,0.00432,1.0,0.0,1.0,0.0,1.0,0.0174,1.0,0.06167,0.0,0.00397,1.0,0.0,1.0,0.02546,1.0,0.09904,0.0,0.11539,0.0,0.00642,1.0,0.0,1.0,0.04345,0.0,0.01172,0.0,0.00149,0.0,0.00207,0.01037,1850.0,39.30647,47.06604,,,0.9524,0.71821
15009030406,9.0,0.03037,1.0,0.98585,0.0,0.05657,1.0,0.10804,0.0,0.06786,1.0,0.25566,0.0,0.0,1.0,0.11983,0.0,0.00666,1.0,0.36697,0.0,0.00432,1.0,0.0,1.0,0.0,1.0,0.0174,1.0,0.06167,0.0,0.00397,1.0,0.0,1.0,0.02546,1.0,0.09904,0.0,0.11539,0.0,0.00642,1.0,0.0,1.0,0.04345,0.0,0.04783,0.0,0.05659,0.0,0.0231,0.0354,7479.0,6.86964,1088.70255,,,0.95754,0.71286
15009030501,9.0,0.01916,1.0,0.96978,0.0,0.03539,1.0,0.08404,0.0,0.08804,1.0,0.16852,0.0,0.0,1.0,0.14451,0.0,0.0,1.0,0.45531,0.0,0.0,1.0,0.00711,1.0,0.0,1.0,0.01289,1.0,0.09604,0.0,0.00934,1.0,0.00445,1.0,0.00489,1.0,0.08626,0.0,0.05247,0.0,0.00222,1.0,0.0,1.0,0.05558,1.0,0.01373,0.0,0.0,1.0,0.01903,0.01674,2489.0,25.0402,99.40015,0.90481,0.55081,0.93534,0.64595
15009030705,9.0,0.1374,0.0,0.98755,0.0,0.07332,0.0,0.02291,0.0,0.08217,1.0,0.44303,0.0,0.00254,1.0,0.13532,0.0,0.00233,1.0,0.14337,0.0,0.01249,1.0,0.0,1.0,0.0,1.0,0.0629,1.0,0.03155,1.0,0.00085,1.0,0.0,1.0,0.00296,1.0,0.35366,0.0,0.05951,0.0,0.0,1.0,0.0,1.0,0.04045,1.0,0.02381,0.0,0.0,1.0,0.01541,0.03122,4553.0,50.60013,89.98,0.89414,0.49816,0.92234,0.63472
15009030706,9.0,0.07105,1.0,0.95252,0.0,0.104,0.0,0.06315,0.0,0.04915,1.0,0.24415,0.0,0.0107,1.0,0.14586,0.0,0.00198,1.0,0.40824,0.0,0.0,1.0,0.00198,1.0,0.0,1.0,0.02537,1.0,0.05509,0.0,0.0,1.0,0.0,1.0,0.00595,1.0,0.1736,0.0,0.02259,0.0,0.00793,1.0,0.0,1.0,0.02695,1.0,0.01601,0.0,0.0,1.0,0.00309,0.02416,2467.0,2.55398,965.94164,0.87931,0.51671,0.91232,0.64021
15009030708,9.0,0.0801,0.0,0.9807,0.0,0.08261,1.0,0.11831,0.0,0.06755,1.0,0.15763,0.0,0.00716,1.0,0.04299,1.0,0.0,1.0,0.59092,0.0,0.02184,1.0,0.0,1.0,0.0,1.0,0.00989,1.0,0.01126,1.0,0.0,1.0,0.0,1.0,0.00239,1.0,0.13408,0.0,0.02115,1.0,0.0,1.0,0.0,1.0,0.1259,1.0,0.01853,0.0,0.0,1.0,0.01667,0.02788,3148.0,4.63148,679.69565,0.88854,0.53604,0.91819,0.64443
15009030709,9.0,0.04077,1.0,0.87507,0.0,0.05405,1.0,0.13165,0.0,0.072,1.0,0.09645,0.0,0.02042,1.0,0.07335,1.0,0.00564,1.0,0.68968,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0489,1.0,0.0,1.0,0.02445,1.0,0.00215,1.0,0.00564,1.0,0.0497,1.0,0.03439,0.0,0.0,1.0,0.00242,1.0,0.02633,1.0,0.02679,0.0,0.11151,0.0,0.01988,0.03097,3434.0,3.61232,950.63594,0.88793,0.53774,0.92236,0.65256
15009030710,9.0,0.07329,1.0,0.94428,0.0,0.11138,1.0,0.04716,0.0,0.04789,1.0,0.16002,0.0,0.00038,1.0,0.0707,0.0,0.00342,1.0,0.59711,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.03649,0.0,0.0,1.0,0.02357,1.0,0.00342,1.0,0.01102,1.0,0.09274,1.0,0.02547,1.0,0.0,1.0,0.0,1.0,0.10414,1.0,0.01594,0.0,0.0,1.0,0.00684,0.01986,2399.0,2.25153,1065.49875,0.90191,0.5733,0.93202,0.6749
15009030711,9.0,0.07749,1.0,0.98477,0.0,0.04383,0.0,0.08145,0.0,0.07549,1.0,0.19379,0.0,0.00753,1.0,0.12606,0.0,0.0,1.0,0.41616,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.06914,1.0,0.03104,1.0,0.01952,1.0,0.0,1.0,0.00623,1.0,0.1404,0.0,0.03481,0.0,0.00447,1.0,0.0,1.0,0.02093,1.0,0.01594,0.0,0.16879,0.0,0.00605,0.01694,2432.0,0.76927,3161.43539,,,0.92136,0.63408
15009030712,9.0,0.07749,1.0,0.98477,0.0,0.04383,0.0,0.08145,0.0,0.07549,1.0,0.19379,0.0,0.00753,1.0,0.12606,0.0,0.0,1.0,0.41616,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.06914,1.0,0.03104,1.0,0.01952,1.0,0.0,1.0,0.00623,1.0,0.1404,0.0,0.03481,0.0,0.00447,1.0,0.0,1.0,0.02093,1.0,0.01365,0.0,0.15637,0.0,0.00174,0.01698,1988.0,0.59955,3315.81223,,,0.90809,0.62556
15009030713,9.0,0.07749,1.0,0.98477,0.0,0.04383,0.0,0.08145,0.0,0.07549,1.0,0.19379,0.0,0.00753,1.0,0.12606,0.0,0.0,1.0,0.41616,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.06914,1.0,0.03104,1.0,0.01952,1.0,0.0,1.0,0.00623,1.0,0.1404,0.0,0.03481,0.0,0.00447,1.0,0.0,1.0,0.02093,1.0,0.02277,0.0,0.14541,0.0,0.02233,0.02869,3359.0,3.99036,841.77848,,,0.90809,0.62556
15009030800,9.0,0.04214,0.0,0.98345,0.0,0.04647,0.0,0.05895,0.0,0.06308,1.0,0.25727,0.0,0.00165,1.0,0.13149,0.0,0.0,1.0,0.21805,0.0,0.00546,1.0,0.0,1.0,0.0,1.0,0.05166,0.0,0.05369,0.0,0.00673,1.0,0.0,1.0,0.00698,1.0,0.13517,0.0,0.09138,0.0,0.00305,1.0,0.00102,1.0,0.15002,0.0,0.04433,0.0,0.02285,0.0,0.00727,0.05233,7392.0,153.38471,48.19255,0.88461,0.63479,0.93419,0.70692
15009030901,9.0,0.15672,1.0,0.82044,0.0,0.10147,1.0,0.30604,0.0,0.05594,1.0,0.36927,0.0,0.01176,1.0,0.05594,1.0,0.0,1.0,0.1739,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.02513,1.0,0.03,1.0,0.0,1.0,0.0,1.0,0.00608,1.0,0.20186,0.0,0.09809,0.0,0.00284,1.0,0.06283,1.0,0.23794,0.0,0.01258,0.0,0.0,1.0,0.03555,0.01454,2845.0,1.01503,2802.87256,0.85808,0.52539,0.93744,0.61533
15009030902,9.0,0.09814,1.0,0.9232,0.0,0.07967,0.0,0.07313,0.0,0.1036,1.0,0.32489,0.0,0.00604,1.0,0.15022,0.0,0.00029,1.0,0.20058,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.07885,1.0,0.04173,1.0,0.0,1.0,0.00029,1.0,0.00288,1.0,0.1341,0.0,0.15252,0.0,0.01669,1.0,0.00547,1.0,0.06245,1.0,0.02262,0.0,0.21954,0.0,0.02902,0.01955,3416.0,1.62228,2105.67655,0.88002,0.56163,0.93422,0.64697
15009030903,9.0,0.13764,0.0,0.96,0.0,0.09708,0.0,0.11314,0.0,0.1043,1.0,0.3369,0.0,0.00178,1.0,0.10882,0.0,0.00274,1.0,0.11994,0.0,0.00919,1.0,0.0,1.0,0.0,1.0,0.03101,1.0,0.05819,0.0,0.0,1.0,0.0,1.0,0.00837,1.0,0.25978,0.0,0.02923,0.0,0.01317,1.0,0.0,1.0,0.18361,0.0,0.04191,0.0,0.17346,0.0,0.0019,0.03083,6500.0,3.42093,1900.06542,0.91361,0.52785,0.9456,0.62728
15009031001,9.0,0.05445,1.0,0.94582,0.0,0.09027,0.0,0.05611,0.0,0.08266,1.0,0.31913,0.0,0.00707,1.0,0.13672,0.0,0.00134,1.0,0.19442,0.0,0.02117,1.0,0.0,1.0,0.0,1.0,0.0648,1.0,0.04061,0.0,0.00182,1.0,0.0,1.0,0.01165,0.0,0.12219,0.0,0.1373,0.0,0.00967,1.0,0.01104,1.0,0.09884,0.0,0.04037,0.0,0.0,1.0,0.00539,0.05152,6460.0,7.36735,876.84167,,,0.93475,0.75253
15009031002,9.0,0.0554,1.0,0.94346,0.0,0.09368,0.0,0.05588,0.0,0.08418,1.0,0.32395,0.0,0.0075,1.0,0.13713,0.0,0.00144,1.0,0.19258,0.0,0.02239,1.0,0.0,1.0,0.0,1.0,0.06583,1.0,0.03959,0.0,0.00144,1.0,0.0,1.0,0.01201,0.0,0.12118,0.0,0.14088,0.0,0.01019,1.0,0.01182,1.0,0.09485,0.0,0.02685,0.0,0.1639,0.0,0.08535,0.02621,4145.0,2.59688,1596.14692,,,0.93424,0.68386
15009031102,9.0,0.25126,0.0,0.89976,0.0,0.0552,0.0,0.10215,0.0,0.06502,1.0,0.53605,0.0,0.00121,1.0,0.13851,0.0,0.0,1.0,0.07626,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.07436,0.0,0.05568,0.0,0.0,1.0,0.0,1.0,0.01176,1.0,0.40308,0.0,0.10929,0.0,0.00156,1.0,0.00623,1.0,0.06969,0.0,0.03298,0.0,0.25363,0.0,0.00885,0.02039,5859.0,1.37641,4256.72455,0.95055,0.5539,0.94838,0.62447
15009031104,9.0,0.23496,0.0,0.97614,0.0,0.06885,0.0,0.04211,0.0,0.09796,1.0,0.57759,0.0,0.00836,1.0,0.08209,0.0,0.00052,1.0,0.07797,0.0,0.02568,1.0,0.0,1.0,0.00119,1.0,0.02659,1.0,0.01658,1.0,0.00015,1.0,0.00082,1.0,0.00538,1.0,0.4902,0.0,0.0497,0.0,0.00647,1.0,0.0,1.0,0.08373,0.0,0.01404,0.0,0.30902,0.0,0.0015,0.00851,2139.0,1.69007,1265.62439,,,0.94837,0.66166
15009031105,9.0,0.24886,0.0,0.99123,0.0,0.06837,0.0,0.02329,0.0,0.10412,1.0,0.6156,0.0,0.00744,1.0,0.0726,0.0,0.0,1.0,0.06628,0.0,0.02752,1.0,0.0,1.0,0.00139,1.0,0.01701,1.0,0.01757,1.0,0.0,1.0,0.0,1.0,0.00409,1.0,0.53268,0.0,0.04639,0.0,0.00558,1.0,0.0,1.0,0.06442,0.0,0.04303,0.0,0.32804,0.0,0.00432,0.02582,6438.0,1.58254,4068.13551,,,0.94707,0.65738
15009031106,9.0,0.15292,0.0,0.88995,0.0,0.07201,1.0,0.16243,0.0,0.06157,1.0,0.35282,0.0,0.01381,0.0,0.1382,0.0,0.00357,1.0,0.14707,0.0,0.01484,1.0,0.0,1.0,0.0,1.0,0.0832,1.0,0.0107,1.0,0.00104,1.0,0.00564,1.0,0.013,1.0,0.23901,0.0,0.06928,0.0,0.01174,1.0,0.0,1.0,0.19793,0.0,0.0348,0.0,0.22845,0.0,0.01159,0.02985,5998.0,2.45429,2443.88889,,,0.93467,0.66231
15009031107,9.0,0.15349,0.0,0.89053,0.0,0.07198,1.0,0.16153,0.0,0.06182,1.0,0.35439,0.0,0.01377,0.0,0.13781,0.0,0.00355,1.0,0.14658,0.0,0.01492,1.0,0.0,1.0,1e-05,1.0,0.0828,1.0,0.01074,1.0,0.00103,1.0,0.0056,1.0,0.01295,1.0,0.24076,0.0,0.06914,0.0,0.0117,1.0,0.0,1.0,0.19713,0.0,0.01138,0.0,0.41662,0.0,0.01394,0.01052,2074.0,4.32251,479.81415,,,0.93553,0.6722
15009031402,9.0,0.1251,0.0,0.97939,0.0,0.05886,0.0,0.07264,0.0,0.10385,1.0,0.29158,0.0,0.00464,1.0,0.16024,0.0,0.0,1.0,0.20949,0.0,0.00607,1.0,0.00178,1.0,0.0,1.0,0.08101,1.0,0.01071,1.0,0.01285,1.0,0.0,1.0,0.00393,1.0,0.16524,0.0,0.10885,0.0,0.0,1.0,0.0,1.0,0.14204,0.0,0.01711,0.0,0.0,1.0,0.04171,0.0209,3202.0,25.25014,126.81116,0.95593,0.45926,0.92831,0.6179
15009031404,9.0,0.05881,1.0,0.93602,0.0,0.02953,1.0,0.16241,0.0,0.06183,1.0,0.15883,0.0,0.0,1.0,0.18879,1.0,0.0,1.0,0.39379,0.0,0.00137,1.0,0.0,1.0,0.0,1.0,0.14509,1.0,0.03902,1.0,0.0033,1.0,0.01127,1.0,0.00989,1.0,0.04012,0.0,0.03462,1.0,0.01401,1.0,0.03435,1.0,0.06623,1.0,0.01911,0.0,0.07613,0.0,0.04505,0.02391,3219.0,3.38223,951.73774,0.94147,0.49028,0.91435,0.61482
15009031405,9.0,0.26905,0.0,0.94191,0.0,0.05926,0.0,0.0724,0.0,0.06456,1.0,0.54538,0.0,0.00032,1.0,0.10024,1.0,0.0,1.0,0.11981,0.0,0.00158,1.0,0.0,1.0,0.0,1.0,0.08761,1.0,0.00631,1.0,0.0,1.0,0.0,1.0,0.01137,1.0,0.47167,0.0,0.02999,0.0,0.00237,1.0,0.0,1.0,0.05841,1.0,0.03246,0.0,0.13152,0.0,0.0117,0.0229,6278.0,17.20858,364.81791,0.96284,0.43134,0.94503,0.58134
15009031501,9.0,0.0733,0.0,0.97151,0.0,0.10765,0.0,0.03277,0.0,0.03759,1.0,0.23614,0.0,0.0,1.0,0.11807,0.0,0.0,1.0,0.36337,0.0,0.0,1.0,0.00048,1.0,0.0,1.0,0.06602,0.0,0.0347,1.0,0.01687,1.0,0.00145,1.0,0.00386,1.0,0.15133,0.0,0.03759,1.0,0.01398,1.0,0.0,1.0,0.1147,1.0,0.01296,0.0,0.0,1.0,0.02395,0.0147,2367.0,6.45981,366.41925,0.94323,0.49412,0.93737,0.64104
15009031503,9.0,0.1902,0.0,0.89702,0.0,0.06365,1.0,0.11172,1.0,0.08274,1.0,0.04284,0.0,0.0,1.0,0.33011,0.0,0.0,1.0,0.46031,0.0,0.03864,1.0,0.00336,1.0,0.0,1.0,0.23436,0.0,0.00084,1.0,0.04956,1.0,0.00672,1.0,0.02688,1.0,0.00588,1.0,0.00966,1.0,0.0042,1.0,0.0,1.0,0.06258,1.0,0.01317,0.0,0.0,1.0,0.10359,0.01589,2544.0,41.9693,60.61573,0.94336,0.49374,0.93722,0.64063
15009031504,9.0,0.11683,1.0,0.90466,0.0,0.06396,0.0,0.05418,0.0,0.00967,1.0,0.15018,0.0,0.00202,1.0,0.15265,0.0,0.0,1.0,0.60679,0.0,0.0,1.0,0.0009,1.0,0.0,1.0,0.11084,0.0,0.02698,1.0,0.01304,1.0,0.0,1.0,0.01304,1.0,0.0897,0.0,0.01237,1.0,0.01169,1.0,0.0254,1.0,0.01641,0.0,0.00695,0.0,0.0,1.0,0.00811,0.00749,1201.0,89.40917,13.43263,,,0.93737,0.64104
15009031505,9.0,0.11683,1.0,0.90466,0.0,0.06396,0.0,0.05418,0.0,0.00967,1.0,0.15018,0.0,0.00202,1.0,0.15265,0.0,0.0,1.0,0.60679,0.0,0.0,1.0,0.0009,1.0,0.0,1.0,0.11084,0.0,0.02698,1.0,0.01304,1.0,0.0,1.0,0.01304,1.0,0.0897,0.0,0.01237,1.0,0.01169,1.0,0.0254,1.0,0.01641,0.0,0.02138,0.0,0.00775,0.0,0.00894,0.02208,3539.0,15.21921,232.53513,,,0.93737,0.64104
15009031601,9.0,0.22947,0.0,0.9475,0.0,0.06986,0.0,0.03723,0.0,0.03553,1.0,0.53443,0.0,0.0,1.0,0.07179,1.0,0.0,1.0,0.14835,0.0,0.0,1.0,0.01209,1.0,0.00696,1.0,0.0,1.0,0.0011,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.39194,0.0,0.10293,0.0,0.00549,1.0,0.0,1.0,0.06813,0.0,0.01789,0.0,0.02906,0.0,0.01629,0.01524,3366.0,424.70496,7.9255,0.99561,0.51178,0.94167,0.59002
15009031700,9.0,0.08964,1.0,0.93546,0.0,0.04631,0.0,0.15416,0.0,0.05087,1.0,0.20118,0.0,0.00694,1.0,0.04702,0.0,0.00051,1.0,0.16316,0.0,0.00051,1.0,0.0,1.0,0.0,1.0,0.01362,1.0,0.01413,1.0,0.0,1.0,0.0,1.0,0.0018,1.0,0.16829,1.0,0.02672,1.0,0.00026,1.0,0.0,1.0,0.39851,0.0,0.02099,0.0,0.0,1.0,0.01571,0.03607,4438.0,373.68632,11.87627,0.72591,0.58069,0.91581,0.67129
15009031801,9.0,0.033,1.0,0.93465,0.0,0.12238,0.0,0.24575,0.0,0.06128,1.0,0.12819,0.0,0.0013,1.0,0.05869,0.0,0.0069,1.0,0.13596,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.01769,1.0,0.00906,1.0,0.0,1.0,0.0,1.0,0.00129,1.0,0.10445,0.0,0.01813,0.0,0.0,1.0,0.0,1.0,0.57745,0.0,0.01422,0.0,0.0,1.0,0.00346,0.02246,2845.0,384.98997,7.3898,0.81808,0.56043,0.91189,0.65941
15009031900,9.0,0.22457,0.0,0.93884,0.0,0.08362,0.0,0.08394,0.0,0.0992,1.0,0.56404,0.0,0.00936,1.0,0.06483,0.0,0.00156,1.0,0.1108,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0149,1.0,0.0123,1.0,0.01185,1.0,0.0,1.0,0.00708,1.0,0.41255,0.0,0.10552,0.0,0.00812,1.0,3e-05,1.0,0.08036,0.0,0.03595,0.0,0.29259,0.0,0.20108,0.02914,6262.0,74.73839,83.78558,0.92768,0.55353,0.92856,0.62415
15009032000,9.0,0.02683,1.0,0.96792,0.0,0.0727,0.0,0.05165,0.0,0.02048,1.0,0.06885,0.0,9e-05,1.0,0.05798,0.0,2e-05,1.0,0.75488,0.0,4e-05,1.0,2e-05,1.0,0.00217,1.0,0.03935,0.0,0.00058,1.0,0.00543,1.0,0.0,1.0,0.01011,1.0,0.02081,0.0,0.02158,0.0,0.00338,1.0,0.00978,1.0,0.0158,1.0,0.00665,0.0,0.01444,0.0,0.00999,0.00905,1096.0,124.28322,8.81857,0.91674,0.50116,0.91321,0.623
15009980000,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,1.0,0.0,1.0,,,0.0,139.21543,0.0,,,,
15009991200,9.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,0.0,1.0,0.0,1.0,,,0.0,482.5751,0.0,,,,
15009030202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90384,0.55991,,
15009030301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91423,0.66235,,
15009030303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90191,0.57331,,
15009030402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9211,0.63272,,
15009030707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89114,0.52353,,
15009031000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87929,0.64635,,
15009031101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90766,0.59398,,
15009031103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9287,0.58306,,
15009031502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94323,0.49412,,
